order_id,user_id,item_id,user_segment,cart_value,cart_size,hour_bucket,weekend_flag,item_price,item_margin,popularity_score,category_match_flag,accepted,predicted_prob
32,2556,211,0,465.27,1,0,1,165.62,0.5,0.166,1,0,0.20380327
32,2556,17,0,465.27,1,0,1,203.6,0.28,0.574,0,0,0.00023939589
32,2556,85,0,465.27,1,0,1,96.5,0.63,0.488,1,0,0.44413722
33,2469,62,0,413.11,2,2,0,235.5,0.32,0.364,0,0,0.0002590861
33,2469,163,0,413.11,2,2,0,138.34,0.55,0.437,1,0,0.12346062
33,2469,111,0,413.11,2,2,0,234.1,0.31,0.851,0,0,0.00034765786
34,1579,157,2,362.19,2,2,0,319.26,0.26,0.926,0,0,0.11070319
34,1579,212,2,362.19,2,2,0,111.51,0.68,0.288,1,1,0.46861982
34,1579,258,2,362.19,2,2,0,254.69,0.35,0.506,0,0,0.112528846
35,672,153,1,381.53,2,2,0,171.24,0.58,0.319,1,0,0.15094225
35,672,143,1,381.53,2,2,0,68.12,0.7,0.699,1,0,0.118116096
35,672,188,1,381.53,2,2,0,272.66,0.48,0.13,1,0,0.24255401
36,2689,66,0,513.12,1,1,1,395.59,0.34,0.833,0,0,9.891777e-05
36,2689,195,0,513.12,1,1,1,156.51,0.45,0.495,1,0,0.09469853
36,2689,125,0,513.12,1,1,1,248.76,0.49,0.006,0,0,0.0002460688
37,128,12,0,603.61,2,2,0,255.67,0.31,0.405,0,0,0.0002668689
37,128,184,0,603.61,2,2,0,223.54,0.46,0.379,0,0,0.00066877407
37,128,154,0,603.61,2,2,0,103.19,0.36,0.843,0,0,0.07115057
38,1797,42,1,592.93,1,2,0,349.5,0.32,0.816,0,0,0.09714398
38,1797,151,1,592.93,1,2,0,268.31,0.29,0.012,0,0,0.13109136
38,1797,277,1,592.93,1,2,0,295.86,0.22,0.81,0,0,0.06683118
39,1025,242,0,309.29,1,2,0,337.56,0.23,0.811,0,0,2.5773761e-05
39,1025,271,0,309.29,1,2,0,286.32,0.35,0.042,0,0,0.00014800491
39,1025,165,0,309.29,1,2,0,126.7,0.5,0.103,1,1,0.6729988
40,906,83,2,370.38,1,0,0,200.82,0.47,0.635,0,0,0.07298521
40,906,61,2,370.38,1,0,0,482.84,0.24,0.923,0,0,0.032107662
40,906,181,2,370.38,1,0,0,124.84,0.64,0.358,1,0,0.17620794
41,555,175,0,732.23,2,0,1,152.23,0.58,0.909,1,0,0.14340492
41,555,191,0,732.23,2,0,1,324.74,0.24,0.049,0,0,0.0001493913
41,555,245,0,732.23,2,0,1,63.28,0.64,0.96,1,1,0.7716178
42,2894,213,2,557.28,2,2,0,442.77,0.32,0.195,0,0,0.031792223
42,2894,70,2,557.28,2,2,0,277.03,0.45,0.133,1,0,0.66301364
42,2894,235,2,557.28,2,2,0,451.07,0.3,0.267,0,0,0.03768325
43,687,206,0,430.84,2,0,0,92.4,0.57,0.872,1,1,0.41275483
43,687,104,0,430.84,2,0,0,448.16,0.3,0.894,0,0,2.2160935e-05
43,687,208,0,430.84,2,0,0,161.11,0.66,0.731,1,1,0.1751002
44,626,256,1,498.32,1,0,0,234.58,0.24,0.995,0,0,0.18787447
44,626,5,1,498.32,1,0,0,385.36,0.32,0.334,0,0,0.12114644
44,626,55,1,498.32,1,0,0,222.11,0.34,0.494,0,0,0.10322178
45,2802,103,0,558.4,3,1,1,151.85,0.65,0.903,1,0,0.18920067
45,2802,270,0,558.4,3,1,1,171.38,0.55,0.424,1,1,0.1791161
45,2802,30,0,558.4,3,1,1,177.34,0.6,0.552,1,0,0.13446987
46,595,41,1,246.18,1,2,0,155.36,0.42,0.363,0,0,0.118574135
46,595,77,1,246.18,1,2,0,262.8,0.52,0.668,1,1,0.3419968
46,595,11,1,246.18,1,2,0,462.7,0.22,0.792,0,0,0.032718603
47,1786,175,0,437.27,1,2,1,152.23,0.58,0.909,1,1,0.1587106
47,1786,262,0,437.27,1,2,1,285.65,0.25,0.494,0,0,0.00014876654
47,1786,292,0,437.27,1,2,1,238.75,0.5,0.163,1,0,0.07890899
48,967,67,0,368.9,2,0,0,163.4,0.43,0.952,1,0,0.3417559
48,967,135,0,368.9,2,0,0,191.27,0.54,0.917,1,0,0.12239853
48,967,203,0,368.9,2,0,0,238.86,0.33,0.747,0,0,0.00022591466
49,1166,83,0,413.75,2,2,0,200.82,0.47,0.635,0,0,0.0014175551
49,1166,144,0,413.75,2,2,0,283.69,0.24,0.739,0,0,8.5589134e-05
49,1166,91,0,413.75,2,2,0,166.84,0.59,0.744,1,0,0.1613436
50,2588,212,1,425.86,2,0,1,111.51,0.68,0.288,1,0,0.41444263
50,2588,40,1,425.86,2,0,1,229.41,0.22,0.062,0,0,0.05839139
50,2588,233,1,425.86,2,0,1,104.86,0.48,0.426,0,1,0.2451948
51,1570,61,0,590.36,2,0,0,482.84,0.24,0.923,0,0,3.8649232e-05
51,1570,198,0,590.36,2,0,0,113.3,0.38,0.576,0,0,0.085893676
51,1570,115,0,590.36,2,0,0,374.58,0.32,0.169,0,0,9.232661e-05
52,980,85,2,323.62,2,2,0,96.5,0.63,0.488,1,0,0.4088557
52,980,6,2,323.62,2,2,0,188.91,0.41,0.299,0,0,0.047820088
52,980,244,2,323.62,2,2,0,348.19,0.24,0.569,0,0,0.04798903
53,2523,36,1,489.72,3,2,0,135.55,0.63,0.211,1,0,0.3306976
53,2523,137,1,489.72,3,2,0,184.6,0.41,0.394,0,0,0.05492557
53,2523,43,1,489.72,3,2,0,190.82,0.42,0.508,1,1,0.35246128
54,2122,224,2,289.48,1,0,0,210.22,0.5,0.073,1,0,0.33839485
54,2122,1,2,289.48,1,0,0,135.33,0.36,0.833,0,0,0.061654277
54,2122,49,2,289.48,1,0,0,155.31,0.47,0.862,1,1,0.8031709
55,1114,112,0,447.62,1,0,0,206.29,0.42,0.43,0,0,0.00062580936
55,1114,180,0,447.62,1,0,0,202.15,0.23,0.33,0,0,3.9687988e-05
55,1114,75,0,447.62,1,0,0,84.63,0.64,0.741,1,0,0.2660165
56,2827,235,1,353.31,3,2,0,451.07,0.3,0.267,0,0,0.10651958
56,2827,297,1,353.31,3,2,0,169.36,0.44,0.758,0,1,0.21125582
56,2827,15,1,353.31,3,2,0,146.66,0.48,0.807,0,0,0.22379838
57,916,84,2,397.52,2,2,1,110.81,0.49,0.104,0,0,0.036729444
57,916,235,2,397.52,2,2,1,451.07,0.3,0.267,0,0,0.08783328
57,916,47,2,397.52,2,2,1,155.78,0.66,0.365,1,0,0.30851778
58,51,126,2,353.57,1,0,1,363.59,0.26,0.525,0,0,0.02001174
58,51,181,2,353.57,1,0,1,124.84,0.64,0.358,1,1,0.21952654
58,51,218,2,353.57,1,0,1,172.28,0.58,0.403,1,0,0.29974028
59,1510,253,0,372.02,1,1,0,338.77,0.29,0.339,0,0,2.8370621e-05
59,1510,103,0,372.02,1,1,0,151.85,0.65,0.903,1,1,0.44878843
59,1510,109,0,372.02,1,1,0,200.81,0.5,0.712,0,0,0.0005215684
60,67,16,0,490.74,1,0,1,94.08,0.52,0.922,1,1,0.38092548
60,67,198,0,490.74,1,0,1,113.3,0.38,0.576,0,0,0.0642558
60,67,227,0,490.74,1,0,1,120.06,0.53,0.02,1,0,0.2396977
61,768,166,2,270.04,1,1,1,320.13,0.22,0.35,0,0,0.16551629
61,768,55,2,270.04,1,1,1,222.11,0.34,0.494,0,0,0.2485834
61,768,35,2,270.04,1,1,1,214.26,0.48,0.309,1,1,0.7310727
62,1939,125,2,310.17,3,0,0,248.76,0.49,0.006,0,0,0.10766421
62,1939,151,2,310.17,3,0,0,268.31,0.29,0.012,0,0,0.22048658
62,1939,226,2,310.17,3,0,0,172.56,0.55,0.035,1,0,0.40291423
63,1625,257,0,418.56,3,0,1,225.36,0.35,0.588,0,0,0.000113801805
63,1625,55,0,418.56,3,0,1,222.11,0.34,0.494,0,0,0.00020285173
63,1625,62,0,418.56,3,0,1,235.5,0.32,0.364,0,0,0.00018442936
64,1387,210,0,395.7,3,2,0,111.4,0.59,0.978,1,0,0.14873761
64,1387,179,0,395.7,3,2,0,163.1,0.36,0.387,0,0,0.004392178
64,1387,35,0,395.7,3,2,0,214.26,0.48,0.309,1,0,0.04999895
65,2587,207,1,339.85,2,2,0,336.56,0.27,0.428,0,0,0.037041612
65,2587,44,1,339.85,2,2,0,264.68,0.47,0.519,1,1,0.44052008
65,2587,122,1,339.85,2,2,0,438.67,0.31,0.134,0,0,0.055342004
66,2054,222,1,303.3,2,0,1,184.49,0.43,0.784,0,0,0.3103715
66,2054,114,1,303.3,2,0,1,142.63,0.47,0.751,1,1,0.6353794
66,2054,237,1,303.3,2,0,1,397.07,0.31,0.454,0,1,0.04123636
67,2907,286,1,479.03,2,2,0,146.06,0.65,0.905,1,1,0.34232873
67,2907,198,1,479.03,2,2,0,113.3,0.38,0.576,0,0,0.08385549
67,2907,156,1,479.03,2,2,0,387.32,0.3,0.488,0,0,0.06484222
68,2305,280,0,472.43,3,0,1,346.27,0.26,0.719,0,0,0.00012930109
68,2305,281,0,472.43,3,0,1,145.81,0.36,0.403,0,0,0.017647637
68,2305,76,0,472.43,3,0,1,360.02,0.28,0.546,0,0,0.00011422157
69,2734,225,0,429.61,1,0,0,153.52,0.41,0.044,0,0,0.014887121
69,2734,277,0,429.61,1,0,0,295.86,0.22,0.81,0,0,0.00015531953
69,2734,109,0,429.61,1,0,0,200.81,0.5,0.712,0,0,0.0007513547
70,1178,294,2,324.1,3,1,0,268.04,0.55,0.387,1,1,0.5752543
70,1178,117,2,324.1,3,1,0,127.15,0.53,0.281,1,0,0.3397958
70,1178,104,2,324.1,3,1,0,448.16,0.3,0.894,0,1,0.52752495
71,345,220,0,590.8,2,0,0,163.73,0.5,0.201,1,0,0.1843204
71,345,10,0,590.8,2,0,0,84.31,0.68,0.858,1,1,0.6575153
71,345,46,0,590.8,2,0,0,221.59,0.53,0.666,1,0,0.18675023
72,115,258,2,508.59,1,2,0,254.69,0.35,0.506,0,0,0.030637154
72,115,85,2,508.59,1,2,0,96.5,0.63,0.488,1,0,0.5628818
72,115,81,2,508.59,1,2,0,90.8,0.63,0.958,1,0,0.6521362
73,48,193,2,641.51,2,2,0,208.4,0.45,0.102,1,1,0.49391448
73,48,189,2,641.51,2,2,0,297.19,0.53,0.93,1,0,0.33267507
73,48,121,2,641.51,2,2,0,205.13,0.26,0.228,0,0,0.02523192
74,341,79,0,587.31,2,0,1,138.11,0.54,0.051,1,0,0.077858195
74,341,258,0,587.31,2,0,1,254.69,0.35,0.506,0,0,0.00012979162
74,341,58,0,587.31,2,0,1,248.04,0.2,0.423,0,0,0.00092496263
75,2031,128,0,269.26,2,0,1,437.9,0.35,0.892,0,0,8.7501576e-05
75,2031,159,0,269.26,2,0,1,282.45,0.52,0.717,1,0,0.27762327
75,2031,145,0,269.26,2,0,1,375.83,0.32,0.746,0,0,0.00036025158
76,2486,19,1,375.73,1,0,1,129.47,0.48,0.307,1,1,0.5207999
76,2486,143,1,375.73,1,0,1,68.12,0.7,0.699,1,1,0.61875045
76,2486,233,1,375.73,1,0,1,104.86,0.48,0.426,0,0,0.10244069
77,332,285,0,541.59,1,1,0,446.82,0.34,0.107,0,0,0.00017296891
77,332,134,0,541.59,1,1,0,78.66,0.51,0.738,1,0,0.33277237
77,332,209,0,541.59,1,1,0,146.19,0.57,0.625,1,0,0.13795191
78,996,67,0,297.66,2,0,0,163.4,0.43,0.952,1,0,0.38024956
78,996,229,0,297.66,2,0,0,216.79,0.53,0.271,1,1,0.46284395
78,996,231,0,297.66,2,0,0,205.49,0.49,0.571,1,0,0.4099463
79,2186,192,0,590.48,1,2,1,186.85,0.54,0.705,1,0,0.355496
79,2186,292,0,590.48,1,2,1,238.75,0.5,0.163,1,0,0.07027316
79,2186,223,0,590.48,1,2,1,285.58,0.28,0.852,0,0,8.126692e-05
80,1485,263,0,419.24,1,0,0,172.06,0.51,0.5,1,0,0.24870427
80,1485,208,0,419.24,1,0,0,161.11,0.66,0.731,1,0,0.1392273
80,1485,223,0,419.24,1,0,0,285.58,0.28,0.852,0,0,5.5495544e-05
81,1290,292,1,493.5,2,1,1,238.75,0.5,0.163,1,0,0.45070162
81,1290,139,1,493.5,2,1,1,190.2,0.41,0.894,0,0,0.026221493
81,1290,116,1,493.5,2,1,1,414.3,0.25,0.29,0,0,0.18118747
82,2998,178,0,647.59,2,0,0,224.74,0.31,0.547,0,0,9.155771e-05
82,2998,156,0,647.59,2,0,0,387.32,0.3,0.488,0,0,9.6153475e-05
82,2998,192,0,647.59,2,0,0,186.85,0.54,0.705,1,0,0.2536843
83,2786,169,1,465.68,2,1,0,177.49,0.62,0.725,1,1,0.5476638
83,2786,289,1,465.68,2,1,0,136.97,0.41,0.99,0,0,0.054216884
83,2786,64,1,465.68,2,1,0,279.7,0.34,0.458,0,0,0.08948753
84,2875,217,0,339.08,3,2,0,158.11,0.61,0.032,1,0,0.0962538
84,2875,48,0,339.08,3,2,0,180.93,0.36,0.715,0,0,0.00084460375
84,2875,176,0,339.08,3,2,0,234.93,0.53,0.63,1,0,0.1628212
85,2791,254,0,617.2,1,2,0,416.58,0.32,0.15,0,0,0.00020808498
85,2791,25,0,617.2,1,2,0,301.22,0.3,0.925,0,0,0.00014055635
85,2791,270,0,617.2,1,2,0,171.38,0.55,0.424,1,0,0.12663865
86,16,50,0,492.18,1,0,1,163.49,0.54,0.391,1,0,0.19495827
86,16,64,0,492.18,1,0,1,279.7,0.34,0.458,0,0,0.0002115791
86,16,175,0,492.18,1,0,1,152.23,0.58,0.909,1,0,0.20429173
87,2179,182,0,519.25,1,0,0,265.76,0.46,0.026,1,1,0.6554958
87,2179,295,0,519.25,1,0,0,245.01,0.28,0.158,0,0,0.00026143497
87,2179,174,0,519.25,1,0,0,163.97,0.5,0.68,1,0,0.062385235
88,236,120,0,462.04,1,0,1,435.5,0.33,0.563,0,0,0.0001020157
88,236,250,0,462.04,1,0,1,428.19,0.23,0.17,0,0,0.00017957608
88,236,161,0,462.04,1,0,1,476.08,0.26,0.365,0,0,0.00020246566
89,2438,254,1,713.89,3,0,1,416.58,0.32,0.15,0,0,0.12922128
89,2438,32,1,713.89,3,0,1,160.3,0.65,0.265,1,1,0.73774356
89,2438,167,1,713.89,3,0,1,158.86,0.51,0.935,1,1,0.7753022
90,2090,99,1,429.89,2,0,0,87.12,0.63,0.457,1,1,0.5824865
90,2090,39,1,429.89,2,0,0,211.37,0.29,0.131,0,0,0.041033454
90,2090,173,1,429.89,2,0,0,369.86,0.24,0.989,0,0,0.15114532
91,2819,80,2,391.41,2,1,0,275.25,0.43,0.921,1,0,0.21544133
91,2819,282,2,391.41,2,1,0,221.95,0.38,0.159,0,1,0.046130743
91,2819,140,2,391.41,2,1,0,244.51,0.41,0.963,1,1,0.55537164
92,1608,255,2,615.73,2,2,1,139.46,0.53,0.904,1,1,0.5146336
92,1608,235,2,615.73,2,2,1,451.07,0.3,0.267,0,0,0.011386717
92,1608,137,2,615.73,2,2,1,184.6,0.41,0.394,0,0,0.009756754
93,2178,282,1,510.36,2,0,0,221.95,0.38,0.159,0,0,0.07837202
93,2178,197,1,510.36,2,0,0,421.45,0.31,0.072,0,0,0.03918672
93,2178,57,1,510.36,2,0,0,117.81,0.68,0.188,1,0,0.40308955
94,2837,21,0,456.28,1,2,0,228.71,0.25,0.251,0,0,0.000112534915
94,2837,136,0,456.28,1,2,0,322.13,0.3,0.356,0,0,0.00010183113
94,2837,122,0,456.28,1,2,0,438.67,0.31,0.134,0,0,9.162645e-05
95,263,287,2,545.27,2,0,0,341.68,0.2,0.975,0,0,0.005231516
95,263,233,2,545.27,2,0,0,104.86,0.48,0.426,0,0,0.13008332
95,263,160,2,545.27,2,0,0,389.57,0.28,0.319,0,0,0.09206056
96,931,240,0,265.02,2,0,1,96.82,0.45,0.253,0,0,0.096406385
96,931,241,0,265.02,2,0,1,297.45,0.32,0.341,0,0,0.00043572008
96,931,7,0,265.02,2,0,1,143.09,0.45,0.476,0,0,0.053080335
97,897,297,0,301.52,3,0,0,169.36,0.44,0.758,0,0,0.0011735539
97,897,148,0,301.52,3,0,0,339.83,0.25,0.766,0,0,7.444639e-05
97,897,200,0,301.52,3,0,0,115.09,0.43,0.111,0,0,0.08428131
98,813,108,1,247.66,1,0,0,239.2,0.46,0.317,1,1,0.53832215
98,813,167,1,247.66,1,0,0,158.86,0.51,0.935,1,1,0.7399208
98,813,223,1,247.66,1,0,0,285.58,0.28,0.852,0,0,0.05167154
99,729,289,1,567.94,1,2,1,136.97,0.41,0.99,0,0,0.0710976
99,729,99,1,567.94,1,2,1,87.12,0.63,0.457,1,1,0.5766535
99,729,51,1,567.94,1,2,1,407.06,0.31,0.043,0,0,0.08932353
100,2852,291,0,355.64,2,0,0,198.38,0.37,0.441,0,0,0.0005963447
100,2852,75,0,355.64,2,0,0,84.63,0.64,0.741,1,0,0.26027983
100,2852,61,0,355.64,2,0,0,482.84,0.24,0.923,0,0,3.6396115e-05
101,703,288,0,596.17,3,0,1,224.33,0.32,0.325,0,0,0.0002595962
101,703,245,0,596.17,3,0,1,63.28,0.64,0.96,1,0,0.24955916
101,703,205,0,596.17,3,0,1,405.76,0.3,0.553,0,0,5.710367e-05
102,1251,214,0,442.94,1,0,0,211.2,0.32,0.837,0,0,0.00011090827
102,1251,281,0,442.94,1,0,0,145.81,0.36,0.403,0,0,0.010941166
102,1251,39,0,442.94,1,0,0,211.37,0.29,0.131,0,0,0.00018834094
103,1648,86,0,336.12,1,0,0,321.81,0.3,0.728,0,0,7.5184944e-05
103,1648,149,0,336.12,1,0,0,222.98,0.31,0.394,0,0,0.00014499713
103,1648,271,0,336.12,1,0,0,286.32,0.35,0.042,0,0,0.00011068155
104,1080,4,1,490.15,2,0,0,121.68,0.46,0.018,0,0,0.2616376
104,1080,256,1,490.15,2,0,0,234.58,0.24,0.995,0,0,0.112146564
104,1080,55,1,490.15,2,0,0,222.11,0.34,0.494,0,0,0.102612056
105,240,2,0,360.98,2,2,0,235.95,0.33,0.779,0,0,0.0002691161
105,240,196,0,360.98,2,2,0,280.16,0.23,0.515,0,0,0.00016743627
105,240,161,0,360.98,2,2,0,476.08,0.26,0.365,0,0,3.6809397e-05
106,1914,208,0,598.29,1,2,0,161.11,0.66,0.731,1,0,0.100885496
106,1914,52,0,598.29,1,2,0,257.4,0.4,0.527,1,0,0.22191046
106,1914,112,0,598.29,1,2,0,206.29,0.42,0.43,0,0,0.00078401534
107,757,115,1,442.58,1,2,0,374.58,0.32,0.169,0,0,0.039676793
107,757,268,1,442.58,1,2,0,154.76,0.52,0.836,1,1,0.3004974
107,757,128,1,442.58,1,2,0,437.9,0.35,0.892,0,0,0.1181333
108,2469,86,0,307.64,3,0,0,321.81,0.3,0.728,0,0,6.248855e-05
108,2469,20,0,307.64,3,0,0,171.92,0.68,0.19,1,0,0.24625385
108,2469,251,0,307.64,3,0,0,156.9,0.37,0.803,0,0,0.017408872
109,2547,224,0,429.42,1,0,1,210.22,0.5,0.073,1,0,0.2625303
109,2547,132,0,429.42,1,0,1,141.65,0.49,0.566,0,0,0.03056412
109,2547,124,0,429.42,1,0,1,229.28,0.24,0.407,0,0,0.000176822
110,52,143,2,596.87,2,0,1,68.12,0.7,0.699,1,0,0.24300759
110,52,217,2,596.87,2,0,1,158.11,0.61,0.032,1,0,0.59303313
110,52,213,2,596.87,2,0,1,442.77,0.32,0.195,0,0,0.023553738
111,569,227,1,501.78,2,0,0,120.06,0.53,0.02,1,1,0.5511998
111,569,235,1,501.78,2,0,0,451.07,0.3,0.267,0,0,0.37754586
111,569,56,1,501.78,2,0,0,483.99,0.34,0.684,0,0,0.016569238
112,2879,14,0,599.54,1,1,0,65.84,0.64,0.787,1,0,0.028752863
