user_id,segment,avg_order_value,order_frequency,veg_preference,city_tier
97,budget,288.543155073202,2,1,tier1
98,premium,726.89109781725,10,0,tier1
99,budget,250.62962003908973,4,1,tier1
100,budget,310.0205774206699,5,1,tier2
101,premium,917.9305348292578,13,0,tier1
102,budget,273.13621568205593,5,0,tier1
103,budget,197.9574923360052,2,0,tier1
104,budget,217.7338895401257,2,1,tier1
105,premium,507.92667891668395,11,1,tier2
106,mid,456.0194362689935,5,1,tier1
107,budget,243.38502780287686,3,1,tier2
108,budget,164.34327354545613,3,1,tier1
109,budget,317.69361870827066,2,1,tier1
110,budget,262.9694654499847,4,1,tier2
111,budget,265.11741451658213,2,1,tier2
112,budget,196.61897853087027,4,0,tier1
113,mid,388.6096411982965,5,0,tier1
114,mid,524.0921580418019,6,0,tier2
115,premium,713.880956115143,14,1,tier1
116,budget,279.6871087920606,4,0,tier1
117,budget,310.64075368413427,3,1,tier1
118,budget,262.5597486109837,2,1,tier2
119,budget,227.31016675139222,4,1,tier1
120,mid,496.97251465800815,4,0,tier1
121,premium,682.7140842070576,10,0,tier1
122,budget,274.25470558066377,4,0,tier1
123,budget,146.87371630441254,5,0,tier1
124,budget,252.18513340421367,5,0,tier1
125,budget,303.6841006049376,2,0,tier1
126,budget,334.14632321864684,5,0,tier1
127,budget,369.0818397253975,2,0,tier1
128,budget,256.12527491697597,4,1,tier1
129,budget,348.6730445801279,2,0,tier1
130,premium,795.9629467102249,12,1,tier2
131,budget,253.45027556795168,4,0,tier2
132,mid,646.3104646764191,8,1,tier1
133,budget,305.97874557172884,5,0,tier1
134,budget,196.93686835267047,3,1,tier1
135,budget,217.2813326943492,2,1,tier2
136,budget,253.8684153823809,3,1,tier1
137,budget,206.93578993358682,3,0,tier1
138,mid,246.8977935785315,8,0,tier2
139,budget,297.0642289030238,2,0,tier1
140,budget,220.38030378805655,4,0,tier2
141,budget,206.8004615160092,4,1,tier2
142,budget,269.5126634491571,5,0,tier2
143,budget,245.75455837520838,3,1,tier2
144,budget,166.52973594393143,5,0,tier2
145,mid,443.4688153903948,7,1,tier1
146,budget,173.7854733415004,2,1,tier2
147,budget,289.8868157289317,4,0,tier1
148,budget,300.31464046072205,2,0,tier1
149,budget,221.15540652384257,4,1,tier1
150,budget,258.48646421951867,5,0,tier2
151,mid,407.151513531652,7,1,tier1
152,mid,360.9915020742005,8,0,tier1
153,mid,365.3953449744303,9,0,tier2
154,budget,237.49386994627443,3,1,tier1
155,budget,315.05262165811496,4,1,tier1
156,mid,466.35244649467916,6,1,tier1
157,budget,139.44323454960573,4,0,tier1
158,mid,450.6225492885028,6,1,tier1
159,budget,363.5346428902198,2,1,tier1
160,budget,247.41205076473497,3,0,tier2
161,budget,342.0471534968604,5,1,tier1
162,budget,199.06902759477563,5,1,tier2
163,mid,638.0957542523978,6,1,tier2
164,budget,191.11072292538233,4,1,tier2
165,budget,215.9869206403046,2,0,tier1
166,budget,282.1676965527035,5,1,tier1
167,premium,887.7645501920235,13,1,tier2
168,budget,218.62905578112614,5,0,tier2
169,mid,360.36886056550026,6,1,tier1
170,budget,303.54982336026274,2,1,tier1
171,budget,220.85996992935011,3,1,tier1
172,budget,233.21076503549358,4,0,tier2
173,budget,333.45107626446963,2,1,tier1
174,premium,829.655184280642,11,0,tier1
175,budget,157.75473798519533,2,1,tier1
176,budget,378.667990162493,2,0,tier1
177,mid,404.73747472115906,9,0,tier1
178,budget,378.4963419845167,3,0,tier2
179,budget,194.64477726999894,3,1,tier1
180,budget,232.86562029598255,2,0,tier2
181,budget,231.42795670021042,4,1,tier1
182,budget,274.26579982802264,2,1,tier1
183,budget,211.36664288632645,4,1,tier1
184,budget,223.7739866860113,2,1,tier2
185,mid,439.14996489823346,9,1,tier2
186,premium,496.8080590348253,7,0,tier1
187,budget,204.97335574064283,4,0,tier2
188,mid,442.1906972553986,8,0,tier1
189,budget,263.09688055534133,4,0,tier2
190,budget,218.6344729161348,2,0,tier2
191,mid,500.132117711986,4,1,tier1
192,mid,373.14279416907436,6,1,tier2
193,mid,507.6835365971774,4,0,tier1
194,mid,401.4747146452315,8,1,tier1
195,mid,427.80653642893367,8,1,tier1
196,budget,246.5509669827104,5,0,tier1
197,budget,121.08922851687541,2,0,tier2
198,budget,245.0568561477392,3,1,tier1
199,budget,364.89794879985413,3,1,tier1
200,premium,672.999291595555,9,1,tier1
201,budget,310.3796085215131,3,0,tier2
202,budget,162.2606579712383,4,0,tier1
203,budget,243.80530106297203,3,1,tier1
204,mid,230.45141055690863,4,1,tier2
205,budget,232.45673465132302,2,0,tier2
206,mid,312.97752517905906,5,0,tier1
207,mid,474.3586005875816,4,0,tier2
208,budget,258.8850500466627,5,1,tier1
209,mid,293.1724513031919,8,1,tier2
210,budget,173.67240691511267,3,0,tier1
211,budget,247.10475463311076,5,1,tier1
212,budget,195.94717297958687,5,0,tier1
213,mid,484.2522282666323,9,0,tier1
214,budget,317.3927890664518,5,0,tier1
215,budget,314.8703057431312,2,1,tier1
216,budget,316.69298098803574,5,1,tier1
217,mid,425.425205250331,8,1,tier1
218,budget,254.1141994637712,5,1,tier1
219,budget,303.27401875326757,2,1,tier1
220,budget,295.99137550738317,4,0,tier1
221,budget,265.6930981735067,5,1,tier1
222,budget,182.77747444828614,5,1,tier1
223,budget,204.0674026757901,2,1,tier1
224,budget,196.47109601614164,3,1,tier1
225,budget,284.1311618228573,4,1,tier2
226,budget,193.86389892188507,5,0,tier1
227,mid,430.5927796947241,9,1,tier1
228,budget,224.1233174545888,2,1,tier2
229,mid,352.0860482752531,9,1,tier2
230,premium,870.4605097587826,6,0,tier2
231,budget,221.4626853125262,5,1,tier1
232,mid,389.35535322631455,6,0,tier1
233,budget,306.28393921848146,3,1,tier2
234,mid,331.95548330702434,7,0,tier1
235,mid,408.37882389105044,5,1,tier2
236,budget,295.3747384208628,4,0,tier1
237,budget,251.79472748838498,2,1,tier1
238,mid,348.9717522616447,4,0,tier1
239,premium,643.1025302651852,9,1,tier2
240,budget,231.48383157013518,3,1,tier1
241,budget,208.32205063603666,2,1,tier1
242,budget,259.55495340099515,2,0,tier1
243,budget,252.32182740780743,2,1,tier1
244,mid,443.04178838374753,7,1,tier2
245,budget,252.39770251415527,5,0,tier2
246,premium,758.850348604332,6,1,tier1
247,mid,351.6975808750345,6,1,tier2
248,mid,561.6321570945689,7,1,tier1
249,budget,213.00628617683063,3,0,tier2
250,budget,283.91497055960207,4,1,tier1
251,mid,396.15763754286587,8,0,tier2
252,mid,361.25526555309057,6,1,tier1
253,budget,232.26879085332527,2,1,tier2
254,premium,658.757398247466,6,0,tier2
255,mid,523.9367581221043,6,0,tier1
256,budget,245.89244108037155,5,0,tier1
257,budget,305.86479157940636,5,1,tier2
258,mid,324.4504977965558,8,1,tier2
259,budget,266.162288145449,4,1,tier1
260,budget,216.1803848970365,3,0,tier1
261,mid,544.0752346328652,8,0,tier2
262,budget,236.1550580101811,3,1,tier1
263,premium,696.9533144338616,11,0,tier1
264,mid,322.64190854966296,4,0,tier1
265,budget,247.614432192901,3,1,tier2
266,budget,206.18406660129094,2,0,tier2
267,budget,251.8830116583969,4,0,tier1
268,mid,354.30568081737624,7,0,tier1
269,mid,445.8066225084927,9,1,tier1
270,mid,429.75679206067986,5,1,tier2
271,mid,386.24546477083834,6,1,tier1
272,mid,566.0208698100212,4,0,tier1
273,mid,344.86497455283455,7,0,tier1
274,mid,317.4739002503874,8,1,tier1
275,budget,223.53508812268902,3,1,tier1
276,budget,207.83134227303097,4,1,tier1
277,budget,249.322522597627,2,1,tier1
278,premium,835.7503348477285,10,0,tier1
279,premium,667.03030057907,13,1,tier1
280,budget,245.8574542597054,5,1,tier2
281,budget,231.34174088934014,3,1,tier1
282,budget,216.3755263434858,2,1,tier1
283,mid,217.21443421395423,9,0,tier1
284,premium,738.8560153127135,14,0,tier2
285,budget,235.4255010503255,5,1,tier1
286,budget,183.74617645319762,5,0,tier1
287,budget,303.6526079501563,5,1,tier1
288,budget,271.65723846159545,3,0,tier1
289,budget,235.0245430913896,3,0,tier1
290,budget,185.17491162595854,4,1,tier1
291,budget,174.37022495805923,2,1,tier1
292,mid,526.7202884450957,7,0,tier1
293,budget,365.3895847498034,5,0,tier1
294,budget,259.54688753866577,5,0,tier2
295,premium,592.652412110346,7,0,tier2
296,budget,257.4015879079844,4,1,tier1
297,budget,166.2851139730685,2,0,tier2
298,mid,368.4462522337183,8,1,tier2
299,budget,228.63571871961338,3,1,tier2
300,budget,259.1885567311521,2,0,tier2
301,mid,413.3415695677214,4,1,tier2
302,mid,467.134789417305,9,1,tier2
303,budget,340.7686342413453,2,1,tier2
304,mid,379.0426850945158,6,1,tier1
305,budget,224.6160108767169,3,1,tier2
306,mid,463.19200640302995,4,0,tier1
307,budget,230.42872416566323,4,1,tier1
308,budget,293.74172191345656,2,0,tier1
309,budget,142.15096776501633,3,1,tier1
310,mid,400.2225896737263,8,1,tier1
311,budget,331.0214822552037,2,1,tier1
312,budget,168.46633162923678,5,1,tier2
313,mid,413.67767772545756,5,1,tier1
314,mid,473.3302772926023,8,1,tier1
315,premium,680.830403156174,9,1,tier1
316,budget,165.35215929023073,5,1,tier2
317,budget,245.0830186602625,5,0,tier1
318,mid,351.734114782263,4,1,tier1
319,mid,273.05506275239287,8,0,tier1
320,mid,334.1902867608719,9,1,tier1
321,mid,387.97264619352774,6,0,tier1
322,budget,316.26345255191654,4,1,tier1
323,mid,433.7610528565575,4,0,tier2
324,budget,235.2525160853986,3,1,tier2
325,budget,312.3871036336867,4,1,tier1
326,mid,371.67138868416106,4,0,tier1
327,budget,272.6768916872588,4,1,tier1
328,budget,245.58589758243727,3,0,tier1
329,mid,606.3767470123455,5,1,tier2
330,mid,424.2148279196789,5,1,tier2
331,budget,223.29258251559517,2,1,tier1
332,budget,217.53612274669965,5,1,tier2
333,mid,302.0847786590195,7,0,tier1
334,mid,437.0101068304882,8,1,tier1
335,budget,355.8927974812945,5,1,tier1
336,mid,343.5990515393273,7,0,tier2
337,mid,395.5384737873835,4,0,tier1
338,budget,133.2213637916686,4,0,tier1
339,premium,640.0843312513604,13,1,tier1
340,mid,381.0735719416687,4,1,tier1
341,budget,230.18030824760976,2,0,tier1
342,budget,214.78561459044056,4,0,tier1
343,mid,380.8895401706722,9,1,tier1
344,budget,249.69645442300532,3,1,tier1
345,budget,291.9245387225821,2,0,tier2
346,budget,278.4220503128077,5,1,tier1
347,budget,279.9797056640747,4,1,tier1
348,premium,830.3074678997893,14,1,tier1
349,mid,437.9758586303962,4,1,tier2
350,budget,123.7140683198756,2,1,tier1
351,budget,253.19783934554664,5,0,tier2
352,budget,246.47506109704543,2,1,tier2
353,budget,274.3250821913101,4,1,tier1
354,mid,322.6786379252006,6,1,tier1
355,budget,270.8595232191282,3,1,tier1
356,mid,350.9277869167248,7,1,tier1
357,budget,234.8765156755936,2,1,tier1
358,mid,195.6863092078436,8,1,tier1
359,budget,296.71599556196367,4,1,tier1
360,budget,270.9103306377268,4,1,tier1
361,budget,244.90921289852153,4,1,tier1
362,budget,173.36323155521202,3,0,tier2
363,mid,482.636378658289,8,0,tier1
364,budget,249.49420442655443,5,0,tier1
365,budget,360.9210712057364,5,0,tier1
366,mid,480.9522649461396,5,1,tier2
367,premium,738.5262799998596,6,1,tier2
368,mid,384.1756251282795,5,0,tier2
369,budget,231.0121330009879,4,1,tier1
370,budget,268.3228583148986,4,1,tier1
371,mid,379.4436407717201,4,1,tier1
372,budget,289.65281903287143,4,0,tier1
373,premium,847.330271178316,10,0,tier1
374,premium,626.6932130117693,10,1,tier2
375,budget,309.72659372532223,3,0,tier1
376,premium,819.525722296698,14,1,tier1
377,budget,212.16024557152696,5,1,tier2
378,mid,353.3313622218121,5,0,tier1
379,budget,251.92959701135166,3,1,tier1
380,mid,443.0636863239706,6,0,tier1
381,budget,303.6253668654901,2,0,tier1
382,budget,278.9721286433631,3,1,tier1
383,budget,257.38496626133883,2,1,tier1
384,mid,386.6302628970871,8,0,tier2
385,mid,422.60639603906395,9,1,tier1
386,budget,266.31373354233426,3,1,tier2
387,budget,251.5155828747171,2,1,tier2
388,budget,311.91415357168177,2,1,tier2
389,mid,401.7017261388849,6,0,tier1
390,mid,426.2921728298567,8,0,tier1
391,budget,295.0114329457618,2,1,tier2
392,budget,262.25092977302336,3,0,tier1
393,mid,384.20563690863685,6,0,tier1
394,mid,389.2786266661666,5,1,tier2
395,budget,250.73440973645987,2,1,tier1
396,budget,227.29052208442423,5,1,tier1
397,budget,208.98280877346522,5,1,tier2
398,budget,179.08171335334842,5,0,tier1
399,budget,161.9595594009612,5,1,tier1
400,budget,360.7125761731138,5,0,tier1
401,mid,376.31862181360816,9,1,tier1
402,mid,320.61257281001195,8,1,tier2
403,budget,269.2942191542163,5,1,tier1
404,budget,214.15888396985974,3,0,tier1
405,mid,250.6770706341552,6,1,tier1
406,budget,246.83554394305182,4,0,tier1
407,mid,581.6692224828437,6,1,tier2
408,budget,267.8083438612421,4,0,tier1
409,mid,403.89398706614605,8,1,tier2
410,mid,353.3270115305496,8,1,tier1
411,premium,543.8917892183049,9,0,tier1
412,mid,170.29738696340308,4,0,tier1
413,budget,241.95475459754036,5,0,tier2
414,mid,391.98767388160377,7,0,tier1
415,mid,383.70609998584274,5,0,tier2
416,budget,223.69609838940207,5,1,tier1
417,budget,249.29902308712056,3,1,tier1
418,mid,405.35925737798976,8,0,tier1
419,budget,275.79696088520495,2,1,tier2
420,budget,208.112600920312,2,1,tier2
421,mid,448.864786700382,4,0,tier1
422,mid,334.15055509215364,9,1,tier1
423,budget,241.79102941897474,3,1,tier1
424,mid,573.8990698774592,9,1,tier1
425,budget,297.016081027044,3,1,tier1
426,budget,243.84108925949755,4,1,tier1
427,budget,305.96314723876316,5,0,tier2
428,mid,229.34935719435916,8,0,tier1
429,mid,397.07733200651114,9,0,tier1
430,mid,360.2001073275888,8,1,tier2
431,mid,344.9197193658259,5,0,tier1
432,premium,678.3424103691249,11,0,tier1
433,budget,409.65537839224305,4,1,tier2
434,budget,158.4615775802567,5,1,tier1
435,budget,260.0325901977844,2,0,tier2
436,budget,274.23664086472377,5,0,tier1
437,budget,207.68216725045633,4,0,tier2
438,budget,222.67463027456228,2,1,tier2
439,budget,224.2141465033499,3,1,tier1
440,mid,401.93755653382067,4,1,tier2
441,mid,512.9776444332343,8,0,tier2
442,premium,596.5695546381012,10,1,tier1
443,mid,429.0836752549888,5,0,tier1
444,premium,548.9522020884388,11,1,tier2
445,budget,199.5420855325185,4,1,tier1
446,budget,286.8378877720544,5,0,tier1
447,mid,354.64312195574047,5,0,tier1
448,budget,216.8643114068535,3,1,tier1
449,budget,148.5163066130209,2,1,tier1
450,premium,591.5557767123846,7,0,tier1
451,budget,266.21796408608014,4,0,tier1
452,premium,804.1416331637554,11,0,tier1
453,mid,369.75311192133324,8,1,tier2
454,mid,457.88884697830997,8,1,tier1
455,mid,453.39686253114496,6,1,tier1
456,budget,305.3540334643486,5,0,tier1
457,mid,390.3695068837121,6,1,tier1
458,mid,382.2511276963755,4,0,tier2
459,mid,433.73475746115554,4,1,tier2
460,mid,563.3396728450282,4,0,tier2
461,budget,297.1156105133934,3,0,tier1
462,budget,254.29201983632515,5,0,tier1
463,budget,220.99859987557804,4,1,tier1
464,budget,190.0947968367891,5,0,tier1
465,budget,186.34201153787336,2,0,tier1
466,budget,267.6696418798454,2,0,tier2
467,budget,319.6579984544891,2,1,tier1
468,budget,224.10436749731048,3,1,tier2
469,mid,419.2838781686532,5,0,tier1
470,premium,871.860417222956,8,0,tier1
471,budget,236.42377622543088,3,1,tier2
472,budget,239.61844735088104,2,1,tier1
473,budget,162.50110628906015,2,0,tier1
474,mid,384.3761843534325,5,1,tier1
475,budget,265.2330914349041,5,1,tier1
476,budget,298.1334459792766,2,0,tier1
477,budget,368.1858934648351,5,0,tier1
478,budget,225.38244939302197,3,1,tier1
479,budget,182.85478008651958,2,1,tier1
480,mid,365.133572726279,6,0,tier1
481,premium,708.3152872658668,6,0,tier2
482,mid,305.4445719257983,8,0,tier2
483,premium,800.2593133504913,10,0,tier1
484,budget,330.61103141277124,3,1,tier2
485,mid,471.74714526924254,8,0,tier1
486,mid,440.95392728234197,8,1,tier1
487,budget,241.58458830189653,3,1,tier1
488,budget,234.93723823365994,3,0,tier2
489,budget,234.13272036356958,5,1,tier2
490,mid,203.807446125419,8,0,tier2
491,mid,524.6375079322339,4,1,tier1
492,mid,348.30181521249574,6,0,tier1
493,mid,542.024871408761,9,1,tier2
494,mid,254.4553657068221,5,0,tier1
495,budget,215.34065863817904,5,0,tier1
496,budget,201.77978726941538,2,1,tier1
497,budget,228.49216822040816,4,0,tier1
498,budget,298.2425816548729,3,1,tier1
499,budget,330.7791411774116,4,1,tier1
500,budget,250.27462751216967,4,0,tier1
501,budget,226.21473681344017,4,0,tier1
502,budget,237.06019686664487,3,0,tier2
503,budget,329.9323585252358,5,0,tier2
504,mid,276.82667845813444,9,1,tier1
505,budget,175.6861485024853,3,0,tier1
506,mid,484.97874642796825,8,0,tier1
507,budget,226.6282828087515,5,0,tier2
508,budget,264.66310516233983,2,1,tier1
509,budget,190.84925033339374,4,1,tier2
510,budget,303.2673813270815,4,0,tier1
511,budget,218.28284470821606,2,1,tier2
512,budget,333.2220126974105,3,1,tier2
513,budget,328.0953212383053,4,1,tier1
514,mid,358.1164494970514,9,0,tier1
515,premium,695.5171790509673,9,1,tier1
516,budget,204.71338495686905,5,1,tier1
517,premium,621.5480393621416,8,1,tier2
518,premium,843.2747511985933,9,1,tier1
519,premium,659.5722609299811,13,1,tier1
520,mid,389.1796539685046,8,1,tier1
521,mid,480.28532481466283,5,1,tier1
522,mid,338.1697865741113,9,1,tier2
523,budget,270.35261435622675,4,0,tier2
524,budget,223.21933307872942,4,0,tier1
525,mid,468.5293683700542,8,0,tier2
526,mid,414.44665652866905,6,1,tier1
527,budget,257.26193583908326,3,0,tier1
528,budget,273.5161155264145,3,1,tier2
529,budget,157.20811145248382,2,0,tier2
530,mid,389.08420293166625,5,0,tier1
531,budget,169.10830472208391,5,1,tier1
532,budget,226.53632976226098,3,0,tier1
533,budget,215.1133108349193,2,0,tier1
534,budget,324.0619274294402,4,1,tier1
535,budget,226.07112776892666,3,1,tier1
536,mid,198.1210023833698,9,1,tier2
537,budget,340.0329314981783,4,0,tier2
538,mid,310.15515518843586,5,0,tier1
539,budget,233.78875905008547,5,1,tier1
540,budget,285.3408714656867,3,1,tier1
541,mid,474.42049249935604,4,0,tier2
542,budget,259.24504084644883,3,0,tier2
543,mid,315.76279372797546,8,1,tier1
544,premium,610.0951650742888,12,1,tier1
545,mid,427.3383131792348,5,0,tier1
546,mid,353.60503712696595,6,1,tier2
547,budget,208.48724054814048,2,1,tier1
548,premium,699.5790409589752,12,1,tier1
549,budget,201.49980162454784,3,1,tier2
550,budget,235.68040632516116,2,1,tier2
551,budget,266.3709885825494,2,1,tier2
552,mid,451.8509815926027,8,0,tier1
553,mid,460.46839678079516,5,1,tier2
554,budget,232.82944502060164,2,1,tier1
555,budget,348.23475239844544,2,1,tier2
556,budget,264.91887263005896,2,0,tier1
557,budget,218.25465401287923,5,1,tier1
558,mid,452.7225079097922,7,0,tier1
559,premium,666.9387651437919,11,1,tier1
560,budget,227.90159013728956,5,0,tier1
561,mid,373.1140811079971,9,0,tier1
562,budget,189.68643453585992,4,1,tier1
563,budget,185.98657953185304,5,1,tier1
564,budget,267.78964874638314,5,1,tier2
565,mid,461.48136913196447,8,0,tier1
566,budget,212.8432867616008,5,1,tier1
567,mid,336.23977571342544,7,1,tier2
568,mid,401.67091906367693,7,1,tier1
569,mid,418.45607245749466,5,1,tier2
570,budget,295.172451804555,4,1,tier1
571,budget,253.03044178374665,5,0,tier2
572,budget,258.28294717842664,3,0,tier1
573,mid,369.3533269157949,6,0,tier1
574,budget,215.05247802681993,3,1,tier1
575,budget,312.6106454879909,3,1,tier1
576,budget,364.44737448566036,3,1,tier1
577,budget,172.1618327060638,2,0,tier2
578,budget,330.8285247058708,2,0,tier2
579,premium,568.1557027138359,14,0,tier1
580,premium,639.321236807507,7,1,tier1
581,mid,354.1930668922945,6,0,tier1
582,budget,302.4992146285692,3,1,tier1
583,mid,374.5775516531144,4,0,tier1
584,mid,374.9553575581476,5,1,tier1
585,budget,249.9645702711677,4,1,tier1
586,budget,273.4785909174216,4,0,tier1
587,budget,285.70517498600464,5,1,tier1
588,budget,287.20959857499685,4,1,tier1
589,budget,240.93879133909485,4,0,tier2
590,premium,712.0624113409795,6,1,tier1
591,budget,279.3865826239971,4,1,tier2
592,premium,603.5233121431627,6,0,tier2
593,budget,287.30440597698424,2,1,tier2
594,budget,158.77795566617687,4,0,tier1
595,mid,339.06832750895717,5,1,tier1
596,mid,371.12868644603145,7,0,tier1
597,budget,100.0,5,1,tier1
598,budget,119.78930716864329,5,1,tier1
599,mid,415.91585174371954,8,1,tier1
600,budget,255.47353020236446,5,0,tier2
601,budget,302.6264470674832,2,1,tier1
602,budget,216.2145960419194,3,0,tier1
603,budget,251.70762087440124,5,0,tier1
604,mid,497.3898855801304,8,1,tier1
605,mid,465.64443352050984,8,1,tier2
606,budget,289.1695254641298,3,1,tier1
607,mid,379.87688911644034,9,1,tier1
608,budget,340.1082404215723,4,0,tier1
609,budget,269.155010603661,5,0,tier1
610,mid,484.1558094178335,8,1,tier2
611,mid,320.15514981484694,6,0,tier2
612,mid,486.55536477926796,6,1,tier1
613,budget,299.77662345415405,2,1,tier1
614,mid,355.33585968431754,9,1,tier1
615,budget,194.99228835141525,2,1,tier1
616,premium,413.0470682771022,9,1,tier2
617,budget,246.25620308967552,4,1,tier1
618,mid,486.03147565168615,7,1,tier1
619,mid,429.0495473337086,4,1,tier1
620,budget,284.94142101012676,2,1,tier2
621,premium,750.5167533267268,14,0,tier1
622,budget,268.8287007569562,2,0,tier1
623,premium,797.1829409964432,7,1,tier2
624,budget,231.53614303768984,2,0,tier1
625,budget,257.16942336711253,5,1,tier1
626,mid,345.18350417124753,6,0,tier1
627,budget,242.42222724950102,3,0,tier1
628,budget,258.0009112926394,3,1,tier1
629,mid,440.1426188934036,9,1,tier2
630,budget,248.63550301801496,3,0,tier2
631,budget,236.63719427884868,3,1,tier1
632,budget,254.8130388201691,4,0,tier1
633,budget,177.80552112680434,5,1,tier1
634,mid,422.8551840213759,6,0,tier2
635,budget,196.6639445586892,3,1,tier1
636,budget,352.29086440441426,3,1,tier1
637,mid,461.6831135962604,4,1,tier1
638,budget,357.76663740953086,4,1,tier2
639,budget,201.12189372636567,3,1,tier1
640,budget,180.87700375269543,4,0,tier1
641,premium,884.8942974393699,9,1,tier1
642,mid,451.7037895522858,5,0,tier1
643,budget,194.1165036494003,4,0,tier2
644,mid,404.3216580837992,6,0,tier1
645,mid,507.733265826943,4,1,tier2
646,budget,302.97402650866695,4,1,tier1
647,budget,275.6233258095194,2,0,tier1
648,premium,583.2261567734415,6,1,tier1
649,premium,474.70685377166694,7,1,tier2
650,premium,531.9496527603079,11,1,tier2
651,budget,260.33873899172085,4,1,tier1
652,budget,220.18023910322574,5,0,tier2
653,mid,485.9414090327893,6,1,tier1
654,budget,219.70695896205532,5,1,tier1
655,mid,537.5502324965837,5,1,tier1
656,budget,215.4806686930662,3,0,tier1
657,budget,250.20465038377282,4,1,tier1
658,budget,236.05185348340956,2,1,tier2
659,mid,377.61918652033324,6,1,tier1
660,budget,199.60930506312843,5,1,tier1
661,budget,194.1462928769127,2,0,tier2
662,mid,443.9107068253892,8,0,tier1
663,budget,237.2522103223151,4,0,tier1
664,premium,736.991300867499,10,1,tier2
